0.0000	0.0000	0.0000	0.0000	0.0000
14.4088	14.2160	14.1545	13.9510	14.1251
28.6178	28.4234	28.4546	28.1793	28.1582
42.9204	42.8144	42.4925	42.3621	42.2812
57.2895	57.0057	56.9765	56.5128	56.6157
71.6058	71.4279	71.1606	70.6569	70.7163
85.8518	86.0583	85.5243	84.8582	84.7917
100.3002	100.0071	99.8373	98.9606	99.0311
114.5512	114.2983	114.1228	113.1394	113.2516
128.0012	128.6183	128.4598	127.5266	127.4661
143.3619	143.0407	142.6730	141.5517	141.7006
