0	0	0	0	0
25.3768	25.6857	25.4998	25.6794	25.3148
51.8752	51.0478	51.2182	50.9112	50.8355
77.3168	76.8226	76.7039	76.8363	76.2893
102.6985	102.6345	102.4411	102.4667	102.0234
128.0206	128.2386	128.0841	128.1675	127.4548
154.0487	154.6313	153.9192	153.7982	153.2336
180.1505	179.8258	179.5485	179.6584	178.8308
205.7593	205.7082	205.5083	205.2956	204.335
231.3371	231.4053	230.7698	230.8912	230.0908
257.1785	256.9587	256.6921	256.5769	255.5867
